Customer ID,Churn Risk
1608-GMEWB,0.24016051673836447
2817-LVCPP,0.08334100401492905
0997-YTLNY,0.18422453167449465
0526-SXDJP,0.11800928467246957
3466-RITXD,0.2241064488244962
1555-DJEQW,0.3629590753289716
8894-JVDCV,0.19148104750314046
8824-RWFXJ,0.5231217904467345
1216-BGTSP,0.2540059795877947
5922-ABDVO,0.3083538214692892
6821-JPCDC,0.20219415882102973
5394-SVGJV,0.5091493652032354
2357-COQEK,0.5167925935598195
8901-UPRHR,0.11192472906118697
4795-KTRTH,0.5796942906282534
2359-KMGLI,0.5017850113640396
5553-AOINX,0.1436356961478125
6476-YHMGA,0.14757171737558833
9239-ZBZZV,0.5265147141342515
6584-VQMYT,0.13691807972252262
5281-BUZGT,0.5093799660346772
2926-JEJJC,0.2118715354004974
5356-CSVSQ,0.3040561302501058
4430-YHXGG,0.21688631707707923
8285-ABVLB,0.08707972642401242
4927-WWOOZ,0.4287379714900077
5716-EZXZN,0.11507333759105909
4256-ZWTZI,0.20753966219310271
4878-BUNFV,0.06157583431295646
1784-BXEFA,0.2477272485971011
0786-VSSUD,0.48677098372533834
9128-CPXKI,0.2361110108923508
1580-BMCMR,0.33034884359982697
9637-EIHEQ,0.5410443921605103
6650-BWFRT,0.15810858378481993
4291-TPNFG,0.1299521893308748
0471-ARVMX,0.1822567470503469
1069-QJOEE,0.09472131949941362
9242-TKFSV,0.10305057178111557
9688-YGXVR,0.2587162533639085
9617-UDPEU,0.11734826945219787
1448-PWKYE,0.620147970480002
1740-CSDJP,0.5544921613110859
2018-PZKMU,0.21176850672148095
7750-EYXWZ,0.23855922243579844
1841-YSJGV,0.12191978995486913
6496-SLWHQ,0.5132788505030302
5127-BZENZ,0.1767819270088544
9052-DHNKM,0.16549689492273476
4647-XXZAM,0.2277440065760157
9614-RMGHA,0.3380311937049845
0322-CHQRU,0.5309878759981984
4625-LAMOB,0.1174137399633194
6463-MVYRY,0.13027906719938698
6625-IUTTT,0.14327819985106327
0679-TDGAK,0.13739742432761587
7396-VJUZB,0.1965627822903472
8561-NMTBD,0.12394095978990168
9938-TKDGL,0.11030383991848683
2533-QVMSK,0.1943565974932031
5356-RHIPP,0.4646890661463296
0682-USIXD,0.24353537622237417
4115-NZRKS,0.41225740677366957
2809-ILCYT,0.11701320342219625
1043-UXOVO,0.15623317785439106
3671-SHRSP,0.4699063632894942
7636-OWBPG,0.22787244504605358
4951-UKAAQ,0.5427417588287251
5032-MIYKT,0.40033274749127007
0567-GGCAC,0.2924648310095867
5175-AOBHI,0.5186434947891113
4422-QVIJA,0.17258344966025488
2495-KZNFB,0.2677275131411511
9391-LMANN,0.1660620436542247
9919-YLNNG,0.23276859371939498
8125-QPFJD,0.11792772065502585
3282-ZISZV,0.1712950940652684
6284-KMNUF,0.17838113132636083
1697-NVVGY,0.22055424243891855
7941-RCJOW,0.0863082271213095
0820-FNRNX,0.1908914765892284
9728-FTTVZ,0.5194763353887754
6141-OOXUQ,0.4440972199874535
4137-BTIKL,0.3941274402253119
0486-LGCCH,0.08407002724984819
7176-WRTNX,0.17454008128689508
1078-TDCRN,0.31532331659764845
0015-UOCOJ,0.2540313734777364
6172-FECYY,0.3542010986565533
8799-OXZMD,0.2448891525829877
8224-DWCKX,0.32138722576866
8774-GSBUN,0.07637808265319412
5676-CFLYY,0.1260683843869935
2232-DMLXU,0.5091585938334443
9297-EONCV,0.12982826280383697
4104-PVRPS,0.1711829451301023
2361-FJWNO,0.20475803242232657
0230-WEQUW,0.13253289828130205
3164-YAXFY,0.20017981026048595
7061-OVMIM,0.13760982444860198
6953-PBDIN,0.135560458602484
6196-HBOBZ,0.1552207499809657
0356-ERHVT,0.3137036118398171
4853-OITSN,0.34887399658658846
9373-WSLOY,0.21821206937213428
4255-DDUOU,0.3906893432611502
0094-OIFMO,0.5099212127461553
2796-UUZZO,0.1426183134734389
9470-XCCEM,0.19383995547248928
9237-HQITU,0.5418759956517002
7916-VCCPB,0.17648195818683485
3134-DSHVC,0.16562208575771598
4291-HPAXL,0.21030336821243065
1945-XISKS,0.06682001224404237
4077-CROMM,0.46001487614415365
1936-CZAKF,0.1349859327012197
2404-JIBFC,0.10283004072494362
5348-CAGXB,0.3467557428719281
8414-OOEEL,0.11594361799798923
4139-SUGLD,0.326819904414411
5533-RJFTJ,0.2631834512266654
9087-EYCPR,0.10139440948685982
0401-WDBXM,0.11332059927386381
6900-RBKER,0.19722550542989353
2719-BDAQO,0.4991525314904399
2207-QPJED,0.16265518343414004
4130-MZLCC,0.2802692697853251
6595-COKXZ,0.46533823523721113
6103-QCKFX,0.08830558785595592
5285-MVEHD,0.1953930829149386
4572-DVCGN,0.47549004567156944
7779-ORAEL,0.1153935530206303
6979-TNDEU,0.1821988441010805
4359-INNWN,0.13713609752819253
1226-JZNKR,0.18546029568891462
7786-WBJYI,0.612432737309324
2832-SCUCO,0.2753405299756491
5240-CAOYT,0.24739456781427602
7931-PXHFC,0.21255804346307183
5960-MVTUK,0.35178699917054185
6388-TABGU,0.1474625590873625
2038-YSEZE,0.1587822824726434
9799-CAYJJ,0.34154025173607455
7674-YTAFD,0.24178769273896933
4220-TINQT,0.20289481654812014
5651-CPDND,0.22818363395114816
1941-HOSAM,0.3791448034076168
9053-EJUNL,0.26766779292011783
3454-JFUBC,0.12050974309717652
0634-SZPQA,0.5275354998680817
7982-VCELR,0.26791661714183823
3049-SOLAY,0.5810988881251536
9639-BUJXT,0.10606030069472978
9845-PEEKO,0.22024540959171915
2079-FBMZK,0.5830962719090104
8800-ZKRFW,0.1612858201249396
4424-TKOPW,0.6480310551242984
6734-JDTTV,0.05016670295012883
2164-SOQXL,0.08175888981217577
1015-JPFYW,0.13259838836090818
6258-NGCNG,0.21783159990071946
9921-ZVRHG,0.5218559768511688
0431-APWVY,0.3721759573047456
1442-BQPVU,0.30125317544419294
4059-IIEBK,0.4036492532858284
8194-PEEBY,0.0933274997222676
7029-RPUAV,0.3914657726114086
